nodeid,baseline_outcome,final_outcome,failure_set_change,root_cause,affects_our_drawio_workflow,evidence,final_note
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[compressor/liquid_ring],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[compressor/reciprocating],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[compressor/rotary],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[concrete_basin/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[conveyor/default],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[conveyor/screw],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooler/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/dry_forced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/dry_induced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/dry_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/forced_draft],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/general],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/induced_draft],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/wet_dry_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/wet_forced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/wet_induced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_ports_land_on_drawn_ink_at_any_box_shape[cooling_tower/wet_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
